benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
1,GVbit,dna4,1,128,12.3912,218.751,0
1,GVbit,dna4,1,256,12.3539,44.9343,0
1,GVbit,dna4,1,512,12.9013,52.9796,0
1,GVbit,dna4,1,1024,12.967,53.3888,0
1,GVbit,dna4,1,2048,12.8486,47.4687,0
1,GVbit,dna4,1,4096,13.5445,50.9263,0
1,AL,dna4,0,8,8.46795,29.276,0
1,AL,dna4,0,16,8.42422,29.0542,0
1,AL,dna4,0,32,8.43281,29.0793,0
1,AL,dna4,0,64,8.42109,29.0462,0
1,AL,dna4,0,128,8.42746,29.0705,0
1,AL,dna4,0,256,8.48652,29.2737,0
1,AL,dna4,0,512,8.42015,29.0278,0
1,AL,dna4,0,1024,8.4669,29.2108,0
1,AL,dna4,0,2048,9.23192,199.991,0
1,AL,dna4,0,4096,8.46564,29.1989,0
1,AL,dna4,1,8,19.8945,84.4809,0
1,AL,dna4,1,16,27.1351,96.3809,0
1,AL,dna4,1,32,38.3984,137.256,0
1,AL,dna4,1,64,62.9504,229.532,0
1,AL,dna4,1,128,110.643,403.427,0
1,AL,dna4,1,256,200.623,737.498,0
1,AL,dna4,1,512,380.144,1397.02,0
1,AL,dna4,1,1024,738.109,2720.15,0
1,AL,dna4,1,2048,1476.58,5443.49,0
1,AL,dna4,1,4096,2908.41,10737.4,0
1,AS,dna4,0,8,8.09665,27.8973,0
1,AS,dna4,0,16,8.0915,27.8704,0
1,AS,dna4,0,32,8.08334,27.8367,0
1,AS,dna4,0,64,8.0762,27.8092,0
1,AS,dna4,0,128,8.09278,27.8758,0
1,AS,dna4,0,256,8.08122,27.8307,0
1,AS,dna4,0,512,8.08609,27.8486,0
1,AS,dna4,0,1024,8.08488,27.853,0
1,AS,dna4,0,2048,8.1042,27.9143,0
1,AS,dna4,0,4096,8.121,27.9751,0
1,AS,dna4,1,8,25.2049,88.6671,0
1,AS,dna4,1,16,26.6137,96.604,0
1,AS,dna4,1,32,30.4382,105.179,0
1,AS,dna4,1,64,33.2485,117.468,0
1,AS,dna4,1,128,35.0028,120.67,0
1,AS,dna4,1,256,38.101,232.217,0
1,AS,dna4,1,512,39.1908,135.528,0
1,AS,dna4,1,1024,41.2806,142.224,0
1,AS,dna4,1,2048,43.5072,149.893,0
1,AS,dna4,1,4096,45.9667,158.968,0
1,AB,dna4,0,8,28.0738,96.6737,0
1,AB,dna4,0,16,29.562,298.46,0
1,AB,dna4,0,32,29.5892,101.837,0
1,AB,dna4,0,64,33.8752,243.037,0
1,AB,dna4,0,128,40.568,143.48,0
1,AB,dna4,0,256,53.7497,188.819,0
1,AB,dna4,0,512,80.2973,350.719,0
1,AB,dna4,0,1024,131.952,473.487,0
1,AB,dna4,0,2048,236.049,855.12,0
1,AB,dna4,0,4096,443.86,1642.66,0
1,AB,dna4,1,8,37.349,129.948,0
1,AB,dna4,1,16,41.5026,144.227,0
1,AB,dna4,1,32,49.8787,173.846,0
1,AB,dna4,1,64,59.5238,211.894,0
1,AB,dna4,1,128,65.7341,231.655,0
1,AB,dna4,1,256,76.9087,269.974,0
1,AB,dna4,1,512,97.7247,343.63,0
1,AB,dna4,1,1024,142.047,502.021,0
1,AB,dna4,1,2048,229.091,857.878,0
1,AB,dna4,1,4096,396.516,1420.93,0
