benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
2,AL,dna4,1,8,718.186,2466.11,0
2,AL,dna4,1,16,708.22,2427.17,0
2,AL,dna4,1,32,739.929,2533.9,0
2,AL,dna4,1,64,733.038,2513.91,0
2,AL,dna4,1,128,799.374,2687.4,0
2,AL,dna4,1,256,822.727,2712.86,0
2,AL,dna4,1,512,927.681,2990.57,0
2,AL,dna4,1,1024,1132.93,3524.42,0
2,AL,dna4,1,2048,1689.33,5175.57,0
2,AL,dna4,1,4096,2526.74,7589.32,0
2,AS,dna4,0,8,579.156,1690.67,0
2,AS,dna4,0,16,834.316,2460.6,0
2,AS,dna4,0,32,1302.38,3919.93,0
2,AS,dna4,0,64,3292.41,10082.1,0
2,AS,dna4,0,128,6090.21,19264.1,0
2,AS,dna4,0,256,6841.5,22203.5,0
2,AS,dna4,0,512,9068.83,30171.9,0
2,AS,dna4,0,1024,8634.22,30075.2,0
2,AS,dna4,0,2048,10181.7,37003.4,0
2,AS,dna4,0,4096,11589.6,43762.8,0
2,AS,dna4,1,8,565.753,1652.19,0
2,AS,dna4,1,16,432.912,1252.18,0
2,AS,dna4,1,32,987.969,2907.52,0
2,AS,dna4,1,64,2068.28,6174.37,0
2,AS,dna4,1,128,4614.6,14282.4,0
2,AS,dna4,1,256,6998.4,21562.0,0
2,AS,dna4,1,512,11398.9,35442.5,0
2,AS,dna4,1,1024,15986.0,50015.8,0
2,AS,dna4,1,2048,28181.1,88850.2,0
2,AS,dna4,1,4096,49306.3,157656.0,0
2,AB,dna4,0,8,1955.97,114917.0,0
2,AB,dna4,0,16,1302.86,82823.2,0
2,AB,dna4,0,32,1976.95,115997.0,0
2,AB,dna4,0,64,2044.15,120450.0,0
2,AB,dna4,0,128,1199.76,81079.0,0
2,AB,dna4,0,256,1538.5,81287.9,0
2,AB,dna4,0,512,1321.14,82401.7,0
2,AB,dna4,0,1024,1504.59,81191.8,0
2,AB,dna4,0,2048,1641.21,81509.4,0
2,AB,dna4,0,4096,1670.7,81366.3,0
2,AB,dna4,1,8,1128.72,78723.9,0
2,AB,dna4,1,16,1969.7,115576.0,0
2,AB,dna4,1,32,1181.54,83832.5,0
2,AB,dna4,1,64,1181.69,82291.0,0
2,AB,dna4,1,128,2052.36,114789.0,0
2,AB,dna4,1,256,2259.32,116287.0,0
2,AB,dna4,1,512,1348.69,81189.5,0
2,AB,dna4,1,1024,1319.82,96110.1,0
2,AB,dna4,1,2048,1465.28,101749.0,0
2,AB,dna4,1,4096,1856.94,95608.2,0
