benchmark_id,gap_decorator,alphabet_type,GAPFLAG,seq_len,runtime avg [ns],runtime stddev [ns],maximum_resident_set_size
1,AB,dna4,1,16,33.6782,148.876,0
1,AB,dna4,1,32,39.1642,158.806,0
1,AB,dna4,1,64,44.9727,178.362,0
1,AB,dna4,1,128,52.2784,208.91,0
1,AB,dna4,1,256,60.724,240.866,0
1,AB,dna4,1,512,83.2326,335.565,0
1,AB,dna4,1,1024,116.422,468.443,0
1,AB,dna4,1,2048,184.501,749.452,0
1,AB,dna4,1,4096,314.144,1302.91,0
1,AB,dna4,1,8192,576.142,2346.22,0
1,AB,dna4,1,16384,1106.31,4522.35,0
1,AB,dna4,1,32768,2148.4,8817.5,0
